ID;Информация;Имя;Тип;Подтип;Префикс;TableER;TypeER;ImageFile;Description;ParentDicObject;DicObject;ObjectNumberOPC;Сущность;SortGroup;CountID;SubType
1302522;ЭнергоМИР;Нет ответа от КП;Код события;№№;Нет ответа от КП;;;;Нет ответа от КП;0;0;;-;;10269;2
1302523;ЭнергоМИР;Ошибка в структуре ответа;Код события;№№;Ошибка в структуре ответа;;;;Ошибка в структуре ответа;0;0;;-;;10270;2
1302524;ЭнергоМИР;Команда не принята к исполнению;Код события;№№;Команда не принята к исполнению;;;;Команда не принята к исполнению;0;0;;-;;10271;2
1302525;ЭнергоМИР;Нет прав на выполнение команды;Код события;№№;Нет прав на выполнение команды;;;;Нет прав на выполнение команды;0;0;;-;;10272;2
1302526;ЭнергоМИР;Выполняется предыдущая команда ТУ на КП;Код события;№№;Выполняется предыдущая команда ТУ на КП;;;;Выполняется предыдущая команда ТУ нп КП;0;0;;-;;10273;2
1302527;ЭнергоМИР;Отключена активность входа ТУ;Код события;№№;Отключена активность входа ТУ;;;;Отключена активность входа ТУ;0;0;;-;;10274;2
1302528;ЭнергоМИР;Сбой при выполнении команды;Код события;№№;Сбой при выполнении команды;;;;Сбой при выполнении команды;0;0;;-;;10275;2
1302600;ЭнергоМИР;Изменен верхний предупредительный предел;Код события;№№;Изменен верхний предупредительный предел;;;;Изменен верхний предупредительный предел;0;0;;-;;10252;2
1302601;ЭнергоМИР;Изменен нижний предупредительный предел;Код события;№№;Изменен нижний предупредительный предел;;;;Изменен нижний предупредительный предел;0;0;;-;;10253;2
1302602;ЭнергоМИР;Изменен верхний аварийный предел;Код события;№№;Изменен верхний аварийный предел;;;;Изменен верхний аварийный предел;0;0;;-;;10254;2
1302603;ЭнергоМИР;Изменен нижний аварийный предел;Код события;№№;Изменен нижний аварийный предел;;;;Изменен нижний аварийный предел;0;0;;-;;10255;2
1302604;ЭнергоМИР;Получено новое значение;Код события;№№;Получено новое значение;;;;Получено новое значение;0;0;;-;;10256;2
1302605;ЭнергоМИР;Значение в норме;Код события;№№;Значение в норме;;;;Значение в норме;0;0;;-;;10257;2
1302606;ЭнергоМИР;Верхний предупредительный предел;Код события;№№;Верхний предупредительный предел;;;;Верхний предупредительный предел;0;0;;-;;10258;2
1302607;ЭнергоМИР;Нижний предупредительный предел;Код события;№№;Нижний предупредительный предел;;;;Нижний предупредительный предел;0;0;;-;;10259;2
1302608;ЭнергоМИР;Верхний аварийный предел;Код события;№№;Верхний аварийный предел;;;;Верхний аварийный предел;0;0;;-;;10261;2
1302609;ЭнергоМИР;Нижний аварийный предел;Код события;№№;Нижний аварийный предел;;;;Нижний аварийный предел;0;0;;-;;10262;2
1302610;ЭнергоМИР;Инверсия включена;Код события;№№;Инверсия включена;;;;Инверсия включена;0;0;;-;;10263;2
1302611;ЭнергоМИР;Инверсия выключена;Код события;№№;Инверсия выключена;;;;Инверсия выключена;0;0;;-;;10264;2
1302612;ЭнергоМИР;Есть оперативное напряжение;Код события;№№;Есть оперативное напряжение;;;;Есть оперативное напряжение;0;0;;-;;10265;2
1302613;ЭнергоМИР;Нет оперативного напряжения;Код события;№№;Нет оперативного напряжения;;;;Нет оперативного напряжения;0;0;;-;;10266;2
1303000;ЭнергоМИР;Пересечение порога вверх;Код события;№№;Пересечение порога вверх;;;;Пересечение порога вверх;0;0;;-;;10422;2
1303001;ЭнергоМИР;Пересечение порога вниз;Код события;№№;Пересечение порога вниз;;;;Пересечение порога вниз;0;0;;-;;10423;2
1303002;ЭнергоМИР;Получено альтернативное значение;Код события;№№;Получено альтернативное значение;;;;Получено альтернативное значение;0;0;;-;;10453;2
1304000;ЭнергоМИР;Плакат установлен;Код события;№№;Плакат установлен;;;;Плакат установлен;0;0;;-;;11537;2
1304001;ЭнергоМИР;Плакат снят;Код события;№№;Плакат снят;;;;Плакат снят;0;0;;-;;11538;2
