ID;Информация;Имя;Тип;Подтип;Префикс;TableER;TypeER;ImageFile;Description;ParentDicObject;DicObject;ObjectNumberOPC;Сущность;SortGroup;CountID;SubType
1300155;ПК ЗАРЯ;Результат выполнения команды. В данных события 0/1 (отрицательное/положительное подтверждение);Код события;№№;Результат выполнения команды. В данных события 0/1 (отрицательное/положительное подтверждение);;;measure;Результат выполнения команды. В данных события 0/1 (отрицательное/положительное подтверждение);0;0;;-;;1573;2
1300156;ПК ЗАРЯ;СОЕВ Изменение корректора суточного хода часов;Код события;№№;СОЕВ Изменение корректора суточного хода часов;;;measure;СОЕВ Изменение корректора суточного хода часов;0;0;;-;;1574;2
1300157;ПК ЗАРЯ;СОЕВ Отложенная коррекция времени ;Код события;№№;СОЕВ Отложенная коррекция времени ;;;measure;СОЕВ Отложенная коррекция времени ;0;0;;-;;1575;2
1300158;ПК ЗАРЯ;СОЕВ Отложенная коррекция времени (=157);Код события;№№;СОЕВ Отложенная коррекция времени (=157);;;measure;СОЕВ Отложенная коррекция времени (=157);0;0;;-;;1576;2
1300159;ПК ЗАРЯ;СОЕВ Широковещательная коррекция времени ;Код события;№№;СОЕВ Широковещательная коррекция времени ;;;measure;СОЕВ Широковещательная коррекция времени ;0;0;;-;;1577;2
1300160;ПК ЗАРЯ;СОЕВ Отправлена отложенная коррекция времени в мс / Установка корректора суточного хода в мс (=149);Код события;№№;СОЕВ Отправлена отложенная коррекция времени в мс / Установка корректора суточного хода в мс (=149);;;measure;СОЕВ Отправлена отложенная коррекция времени в мс / Установка корректора суточного хода в мс (=149);0;0;;-;;1578;2
1300161;ПК ЗАРЯ;СОЕВ Отправлена коррекция времени СЭЭ ;Код события;№№;СОЕВ Отправлена коррекция времени СЭЭ ;;;measure;СОЕВ Отправлена коррекция времени СЭЭ ;0;0;;-;;1579;2
1300162;ПК ЗАРЯ;СОЕВ Отправлена широковещательная коррекция времени СЭЭ;Код события;№№;СОЕВ Отправлена широковещательная коррекция времени СЭЭ;;;measure;СОЕВ Отправлена широковещательная коррекция времени СЭЭ;0;0;;-;;1580;2
1300163;ПК ЗАРЯ;Перезагрузка по команде ;Код события;№№;Перезагрузка по команде ;;;measure;Перезагрузка по команде ;0;0;;-;;1581;2
1300164;ПК ЗАРЯ;Перезагрузка для защиты низкоприоритетных задач;Код события;№№;Перезагрузка для защиты низкоприоритетных задач;;;measure;Перезагрузка для защиты низкоприоритетных задач;0;0;;-;;1582;2
1300165;ПК ЗАРЯ;Перезагрузка из-за ошибки работы с FRAM памятью ;Код события;№№;Перезагрузка из-за ошибки работы с FRAM памятью ;;;measure;Перезагрузка из-за ошибки работы с FRAM памятью ;0;0;;-;;1583;2
1300166;ПК ЗАРЯ;Ошибка: в таблице с коэффициентами во FLASH-памяти;Код события;№№;Ошибка: в таблице с коэффициентами во FLASH-памяти;;;measure;Ошибка: в таблице с коэффициентами во FLASH-памяти;0;0;;-;;1584;2
1300167;ПК ЗАРЯ;Ошибка: расчета данных счетчиком;Код события;№№;Ошибка: расчета данных счетчиком;;;measure;Ошибка: расчета данных счетчиком;0;0;;-;;1585;2
1300168;ПК ЗАРЯ;Перезагрузка из-за ошибки работы с часами реального времени;Код события;№№;Перезагрузка из-за ошибки работы с часами реального времени;;;measure;Перезагрузка из-за ошибки работы с часами реального времени;0;0;;-;;1586;2
1300169;ПК ЗАРЯ;Батарея часов разряжена;Код события;№№;Батарея часов разряжена;;;measure;Батарея часов разряжена;0;0;;-;;1587;2
1300170;ПК ЗАРЯ;Ошибка: работы с часами реального времени ;Код события;№№;Ошибка: работы с часами реального времени ;;;measure;Ошибка: работы с часами реального времени ;0;0;;-;;1588;2
1300171;ПК ЗАРЯ;Ошибка: записи в LCD ;Код события;№№;Ошибка: записи в LCD ;;;measure;Ошибка: записи в LCD ;0;0;;-;;1589;2
1300172;ПК ЗАРЯ;Ошибка: включения счетчика исполнения 57 В в сеть 220 В ;Код события;№№;Ошибка: включения счетчика исполнения 57 В в сеть 220 В ;;;measure;Ошибка: включения счетчика исполнения 57 В в сеть 220 В ;0;0;;-;;1590;2
1300180;КП;Изменение коэффициента трансформации счетчика;Код события;№№;Изменение коэффициента трансформации счетчика;;;;Изменение коэффициента трансформации счетчика;0;0;;-;;9883;2
1300181;КП;Изменение ручного коэффициента трансформации счетчика;Код события;№№;Изменение ручного коэффициента трансформации счетчика;;;;Изменение ручного коэффициента трансформации счетчика;0;0;;-;;9884;2
1300208;ПК ЗАРЯ;Неверная контрольная сумма показаний энергии;Код события;№№;Неверная контрольная сумма показаний энергии;;;measure;Неверная контрольная сумма показаний энергии;0;0;;-;;1591;2
1300209;ПК ЗАРЯ;Сбой в работе файловой системы, нарушена целостность файла;Код события;№№;Сбой в работе файловой системы, нарушена целостность файла;;;measure;Сбой в работе файловой системы, нарушена целостность файла;0;0;;-;;1592;2
1300210;ПК ЗАРЯ;Сбой в работе файловой системы, файл не найден;Код события;№№;Сбой в работе файловой системы, файл не найден;;;measure;Сбой в работе файловой системы, файл не найден;0;0;;-;;1593;2
1300211;ПК ЗАРЯ;Остановка часов реального времени;Код события;№№;Остановка часов реального времени;;;measure;Остановка часов реального времени;0;0;;-;;1594;2
1300212;ПК ЗАРЯ;Очистка журнала конфигурирования;Код события;№№;Очистка журнала конфигурирования;;;measure;Очистка журнала конфигурирования;0;0;;-;;1595;2
1300213;ПК ЗАРЯ;Очистка журнала связи;Код события;№№;Очистка журнала связи;;;measure;Очистка журнала связи;0;0;;-;;1596;2
1300214;ПК ЗАРЯ;Сброс профиля месячных показаний;Код события;№№;Сброс профиля месячных показаний;;;measure;Сброс профиля месячных показаний;0;0;;-;;1597;2
1300215;ПК ЗАРЯ;Сброс профиля суточных показаний;Код события;№№;Сброс профиля суточных показаний;;;measure;Сброс профиля суточных показаний;0;0;;-;;1598;2
1300216;ПК ЗАРЯ;Очистка журналов событий;Код события;№№;Очистка журналов событий;;;measure;Очистка журналов событий;0;0;;-;;1599;2
1300217;ПК ЗАРЯ;Неверное чередование фаз;Код события;№№;Неверное чередование фаз;;;measure;Неверное чередование фаз;0;0;;-;;1600;2
1300218;ПК ЗАРЯ;Верное чередование фаз;Код события;№№;Верное чередование фаз;;;measure;Верное чередование фаз;0;0;;-;;1601;2
1300219;ПК ЗАРЯ;Батарея часов в норме;Код события;№№;Батарея часов в норме;;;measure;Батарея часов в норме;0;0;;-;;1602;2
1300220;ПК ЗАРЯ;Начало воздействия магнитным полем;Код события;№№;Начало воздействия магнитным полем;;;measure;Начало воздействия магнитным полем;0;0;;-;;1603;2
1300221;ПК ЗАРЯ;Окончание воздействия магнитным полем;Код события;№№;Окончание воздействия магнитным полем;;;measure;Окончание воздействия магнитным полем;0;0;;-;;1604;2
1300222;ПК ЗАРЯ;Наличие напряжения после отключения реле;Код события;№№;Наличие напряжения после отключения реле;;;measure;Наличие напряжения после отключения реле;0;0;;-;;1605;2
1300223;ПК ЗАРЯ;Отсутствие напряжения после отключения реле;Код события;№№;Отсутствие напряжения после отключения реле;;;measure;Отсутствие напряжения после отключения реле;0;0;;-;;1606;2
1300224;ПК ЗАРЯ;Отключение реле, превышение температуры;Код события;№№;Отключение реле, превышение температуры;;;measure;Отключение реле, превышение температуры;0;0;;-;;1607;2
1300225;ПК ЗАРЯ;Разблокировка реле, температура в норме;Код события;№№;Разблокировка реле, температура в норме;;;measure;Разблокировка реле, температура в норме;0;0;;-;;1608;2
1300226;ПК ЗАРЯ;Открыта крышка измерительной части счетчика;Код события;№№;Открыта крышка измерительной части счетчика;;;measure;Открыта крышка измерительной части счетчика;0;0;;-;;1609;2
1300227;ПК ЗАРЯ;Закрыта крышка измерительной части счетчика;Код события;№№;Закрыта крышка измерительной части счетчика;;;measure;Закрыта крышка измерительной части счетчика;0;0;;-;;1610;2
1300228;ПК ЗАРЯ;Наличие фазного напряжения фазы A после отключения реле фазы A;Код события;№№;Наличие фазного напряжения фазы A после отключения реле фазы A;;;measure;Наличие фазного напряжения фазы A после отключения реле фазы A;0;0;;-;;1611;2
1300229;ПК ЗАРЯ;Отсутствие фазного напряжения фазы A после отключения реле фазы A;Код события;№№;Отсутствие фазного напряжения фазы A после отключения реле фазы A;;;measure;Отсутствие фазного напряжения фазы A после отключения реле фазы A;0;0;;-;;1612;2
1300230;ПК ЗАРЯ;Наличие фазного напряжения фазы B после отключения реле фазы B;Код события;№№;Наличие фазного напряжения фазы B после отключения реле фазы B;;;measure;Наличие фазного напряжения фазы B после отключения реле фазы B;0;0;;-;;1613;2
1300231;ПК ЗАРЯ;Отсутствие фазного напряжения фазы B после отключения реле фазы B;Код события;№№;Отсутствие фазного напряжения фазы B после отключения реле фазы B;;;measure;Отсутствие фазного напряжения фазы B после отключения реле фазы B;0;0;;-;;1614;2
1300232;ПК ЗАРЯ;Наличие фазного напряжения фазы C после отключения реле фазы C;Код события;№№;Наличие фазного напряжения фазы C после отключения реле фазы C;;;measure;Наличие фазного напряжения фазы C после отключения реле фазы C;0;0;;-;;1615;2
1300233;ПК ЗАРЯ;Отсутствие фазного напряжения фазы C после отключения реле фазы C;Код события;№№;Отсутствие фазного напряжения фазы C после отключения реле фазы C;;;measure;Отсутствие фазного напряжения фазы C после отключения реле фазы C;0;0;;-;;1616;2
1300234;ПК ЗАРЯ;Обновление ПО PLC модуля;Код события;№№;Обновление ПО PLC модуля;;;measure;Обновление ПО PLC модуля;0;0;;-;;1617;2
1300235;ПК ЗАРЯ;Обновление ПО RF модуля;Код события;№№;Обновление ПО RF модуля;;;measure;Обновление ПО RF модуля;0;0;;-;;1618;2
1300236;ПК ЗАРЯ;Обновление ПО ZigBee модуля;Код события;№№;Обновление ПО ZigBee модуля;;;measure;Обновление ПО ZigBee модуля;0;0;;-;;1619;2
1300237;ПК ЗАРЯ;Отключение реле с кнопок счетчика;Код события;№№;Отключение реле с кнопок счетчика;;;measure;Отключение реле с кнопок счетчика;0;0;;-;;1620;2
1300238;ПК ЗАРЯ;Отключение реле с кнопок счетчика, фаза A;Код события;№№;Отключение реле с кнопок счетчика, фаза A;;;measure;Отключение реле с кнопок счетчика, фаза A;0;0;;-;;1621;2
1300239;ПК ЗАРЯ;Отключение реле с кнопок счетчика, фаза B;Код события;№№;Отключение реле с кнопок счетчика, фаза B;;;measure;Отключение реле с кнопок счетчика, фаза B;0;0;;-;;1622;2
1300240;ПК ЗАРЯ;Отключение реле с кнопок счетчика, фаза C;Код события;№№;Отключение реле с кнопок счетчика, фаза C;;;measure;Отключение реле с кнопок счетчика, фаза C;0;0;;-;;1623;2
1300241;ПК ЗАРЯ;Отключение реле по уставкам;Код события;№№;Отключение реле по уставкам;;;measure;Отключение реле по уставкам;0;0;;-;;1624;2
1300242;ПК ЗАРЯ;Отключение реле по уставкам, фаза A;Код события;№№;Отключение реле по уставкам, фаза A;;;measure;Отключение реле по уставкам, фаза A;0;0;;-;;1625;2
1300243;ПК ЗАРЯ;Отключение реле по уставкам, фаза B;Код события;№№;Отключение реле по уставкам, фаза B;;;measure;Отключение реле по уставкам, фаза B;0;0;;-;;1626;2
1300244;ПК ЗАРЯ;Отключение реле по уставкам, фаза C;Код события;№№;Отключение реле по уставкам, фаза C;;;measure;Отключение реле по уставкам, фаза C;0;0;;-;;1627;2
1300245;ПК ЗАРЯ;Отключение реле по каналу связи;Код события;№№;Отключение реле по каналу связи;;;measure;Отключение реле по каналу связи;0;0;;-;;1628;2
1300246;ПК ЗАРЯ;Отключение реле по каналу связи, фаза A;Код события;№№;Отключение реле по каналу связи, фаза A;;;measure;Отключение реле по каналу связи, фаза A;0;0;;-;;1629;2
1300247;ПК ЗАРЯ;Отключение реле по каналу связи, фаза B;Код события;№№;Отключение реле по каналу связи, фаза B;;;measure;Отключение реле по каналу связи, фаза B;0;0;;-;;1630;2
1300248;ПК ЗАРЯ;Отключение реле по каналу связи, фаза C;Код события;№№;Отключение реле по каналу связи, фаза C;;;measure;Отключение реле по каналу связи, фаза C;0;0;;-;;1631;2
1300249;ПК ЗАРЯ;Запрещение местного управления реле;Код события;№№;Запрещение местного управления реле;;;measure;Запрещение местного управления реле;0;0;;-;;1632;2
1300250;ПК ЗАРЯ;Запрещение местного управления реле, фаза A;Код события;№№;Запрещение местного управления реле, фаза A;;;measure;Запрещение местного управления реле, фаза A;0;0;;-;;1633;2
1300251;ПК ЗАРЯ;Запрещение местного управления реле, фаза B;Код события;№№;Запрещение местного управления реле, фаза B;;;measure;Запрещение местного управления реле, фаза B;0;0;;-;;1634;2
1300252;ПК ЗАРЯ;Запрещение местного управления реле, фаза C;Код события;№№;Запрещение местного управления реле, фаза C;;;measure;Запрещение местного управления реле, фаза C;0;0;;-;;1635;2
1300256;ПК ЗАРЯ;Включение реле с кнопок счетчика;Код события;№№;Включение реле с кнопок счетчика;;;measure;Включение реле с кнопок счетчика;0;0;;-;;1636;2
1300257;ПК ЗАРЯ;Включение реле с кнопок счетчика, фаза A;Код события;№№;Включение реле с кнопок счетчика, фаза A;;;measure;Включение реле с кнопок счетчика, фаза A;0;0;;-;;1637;2
1300258;ПК ЗАРЯ;Включение реле с кнопок счетчика, фаза B;Код события;№№;Включение реле с кнопок счетчика, фаза B;;;measure;Включение реле с кнопок счетчика, фаза B;0;0;;-;;1638;2
1300259;ПК ЗАРЯ;Включение реле с кнопок счетчика, фаза C;Код события;№№;Включение реле с кнопок счетчика, фаза C;;;measure;Включение реле с кнопок счетчика, фаза C;0;0;;-;;1639;2
1300260;ПК ЗАРЯ;Включение реле по уставкам;Код события;№№;Включение реле по уставкам;;;measure;Включение реле по уставкам;0;0;;-;;1640;2
1300261;ПК ЗАРЯ;Включение реле по уставкам, фаза A;Код события;№№;Включение реле по уставкам, фаза A;;;measure;Включение реле по уставкам, фаза A;0;0;;-;;1641;2
1300262;ПК ЗАРЯ;Включение реле по уставкам, фаза B;Код события;№№;Включение реле по уставкам, фаза B;;;measure;Включение реле по уставкам, фаза B;0;0;;-;;1642;2
1300263;ПК ЗАРЯ;Включение реле по уставкам, фаза C;Код события;№№;Включение реле по уставкам, фаза C;;;measure;Включение реле по уставкам, фаза C;0;0;;-;;1643;2
1300264;ПК ЗАРЯ;Включение реле по каналу связи;Код события;№№;Включение реле по каналу связи;;;measure;Включение реле по каналу связи;0;0;;-;;1644;2
1300265;ПК ЗАРЯ;Включение реле по каналу связи, фаза A;Код события;№№;Включение реле по каналу связи, фаза A;;;measure;Включение реле по каналу связи, фаза A;0;0;;-;;1645;2
1300266;ПК ЗАРЯ;Включение реле по каналу связи, фаза B;Код события;№№;Включение реле по каналу связи, фаза B;;;measure;Включение реле по каналу связи, фаза B;0;0;;-;;1646;2
1300267;ПК ЗАРЯ;Включение реле по каналу связи, фаза C;Код события;№№;Включение реле по каналу связи, фаза C;;;measure;Включение реле по каналу связи, фаза C;0;0;;-;;1647;2
1300268;ПК ЗАРЯ;Очистка журнала мониторинга;Код события;№№;Очистка журнала мониторинга;;;measure;Очистка журнала мониторинга;0;0;;-;;1648;2
1300269;ПК ЗАРЯ;Ошибки работы с БД: Неверная длина сообщения;Код события;№№;Ошибки работы с БД: Неверная длина сообщения;;;measure;Ошибки работы с БД: Неверная длина сообщения;0;0;;-;;1649;2
1300270;ПК ЗАРЯ;Разрешение местного управления реле;Код события;№№;Разрешение местного управления реле;;;measure;Разрешение местного управления реле;0;0;;-;;1650;2
1300271;ПК ЗАРЯ;Разрешение местного управления реле, фаза A;Код события;№№;Разрешение местного управления реле, фаза A;;;measure;Разрешение местного управления реле, фаза A;0;0;;-;;1651;2
1300272;ПК ЗАРЯ;Разрешение местного управления реле, фаза B;Код события;№№;Разрешение местного управления реле, фаза B;;;measure;Разрешение местного управления реле, фаза B;0;0;;-;;1652;2
1300273;ПК ЗАРЯ;Разрешение местного управления реле, фаза C;Код события;№№;Разрешение местного управления реле, фаза C;;;measure;Разрешение местного управления реле, фаза C;0;0;;-;;1653;2
1300274;ПК ЗАРЯ;Начало корректировки времени;Код события;№№;Начало корректировки времени;;;measure;Начало корректировки времени;0;0;;-;;1654;2
1300275;ПК ЗАРЯ;Конец корректировки времени;Код события;№№;Конец корректировки времени;;;measure;Конец корректировки времени;0;0;;-;;1655;2
1300276;ПК ЗАРЯ;Начало установки времени;Код события;№№;Начало установки времени;;;measure;Начало установки времени;0;0;;-;;1656;2
1300277;ПК ЗАРЯ;Конец установки времени;Код события;№№;Конец установки времени;;;measure;Конец установки времени;0;0;;-;;1657;2
1300278;ПК ЗАРЯ;PLC. Поиск сети;Код события;№№;PLC. Поиск сети;;;measure;PLC. Поиск сети;0;0;;-;;1658;2
1300279;ПК ЗАРЯ;PLC. Базовая станция;Код события;№№;PLC. Базовая станция;;;measure;PLC. Базовая станция;0;0;;-;;1659;2
1300280;ПК ЗАРЯ;PLC. Удаленная станция;Код события;№№;PLC. Удаленная станция;;;measure;PLC. Удаленная станция;0;0;;-;;1660;2
1300281;ПК ЗАРЯ;PLC. Устройство родитель нестабильно;Код события;№№;PLC. Устройство родитель нестабильно;;;measure;PLC. Устройство родитель нестабильно;0;0;;-;;1661;2
1300282;ПК ЗАРЯ;PLC. NVR Nack;Код события;№№;PLC. NVR Nack;;;measure;PLC. NVR Nack;0;0;;-;;1662;2
1300283;ПК ЗАРЯ;PLC. Бесконечность;Код события;№№;PLC. Бесконечность;;;measure;PLC. Бесконечность;0;0;;-;;1663;2
1300284;ПК ЗАРЯ;PLC. Инициализация;Код события;№№;PLC. Инициализация;;;measure;PLC. Инициализация;0;0;;-;;1664;2
1300285;ПК ЗАРЯ;PLC. Невозможно запустить таймер;Код события;№№;PLC. Невозможно запустить таймер;;;measure;PLC. Невозможно запустить таймер;0;0;;-;;1665;2
1300286;ПК ЗАРЯ;PLC. NVR Отказал;Код события;№№;PLC. NVR Отказал;;;measure;PLC. NVR Отказал;0;0;;-;;1666;2
1300287;ПК ЗАРЯ;PLC. NVR Enq;Код события;№№;PLC. NVR Enq;;;measure;PLC. NVR Enq;0;0;;-;;1667;2
1300288;ПК ЗАРЯ;PLC. Недействительный физический адрес счетчика;Код события;№№;PLC. Недействительный физический адрес счетчика;;;measure;PLC. Недействительный физический адрес счетчика;0;0;;-;;1668;2
1300289;ПК ЗАРЯ;PLC. Отключен по запросу приложения;Код события;№№;PLC. Отключен по запросу приложения;;;measure;PLC. Отключен по запросу приложения;0;0;;-;;1669;2
1300291;ПК ЗАРЯ;PLC. Отказ подключения из-за переполненой базы ID в базовой станции;Код события;№№;PLC. Отказ подключения из-за переполненой базы ID в базовой станции;;;measure;PLC. Отказ подключения из-за переполненой базы ID в базовой станции;0;0;;-;;1670;2
1300292;ПК ЗАРЯ;PLC. Отказ подключения приложением базовой станции;Код события;№№;PLC. Отказ подключения приложением базовой станции;;;measure;PLC. Отказ подключения приложением базовой станции;0;0;;-;;1671;2
1300293;ПК ЗАРЯ;PLC. Не подключен без причины;Код события;№№;PLC. Не подключен без причины;;;measure;PLC. Не подключен без причины;0;0;;-;;1672;2
1300294;ПК ЗАРЯ;PLC. Серийный номер вне допустимого диапазона;Код события;№№;PLC. Серийный номер вне допустимого диапазона;;;measure;PLC. Серийный номер вне допустимого диапазона;0;0;;-;;1673;2
1300295;ПК ЗАРЯ;PLC. Дублированный физический адрес счетчика;Код события;№№;PLC. Дублированный физический адрес счетчика;;;measure;PLC. Дублированный физический адрес счетчика;0;0;;-;;1674;2
1300296;ПК ЗАРЯ;PLC. Неправильный физический адрес счетчика;Код события;№№;PLC. Неправильный физический адрес счетчика;;;measure;PLC. Неправильный физический адрес счетчика;0;0;;-;;1675;2
1300297;ПК ЗАРЯ;PLC. Неправильный ключ сети;Код события;№№;PLC. Неправильный ключ сети;;;measure;PLC. Неправильный ключ сети;0;0;;-;;1676;2
1300298;ПК ЗАРЯ;Сброс профиля фазы A;Код события;№№;Сброс профиля фазы A;;;measure;Сброс профиля фазы A;0;0;;-;;1677;2
1300299;ПК ЗАРЯ;Сброс профиля месячных показаний фазы A;Код события;№№;Сброс профиля месячных показаний фазы A;;;measure;Сброс профиля месячных показаний фазы A;0;0;;-;;1678;2
1300300;ПК ЗАРЯ;Сброс профиля суточных показаний фазы A;Код события;№№;Сброс профиля суточных показаний фазы A;;;measure;Сброс профиля суточных показаний фазы A;0;0;;-;;1679;2
1300301;ПК ЗАРЯ;Сброс профиля фазы B;Код события;№№;Сброс профиля фазы B;;;measure;Сброс профиля фазы B;0;0;;-;;1680;2
1300302;ПК ЗАРЯ;Сброс профиля месячных показаний фазы B;Код события;№№;Сброс профиля месячных показаний фазы B;;;measure;Сброс профиля месячных показаний фазы B;0;0;;-;;1681;2
1300303;ПК ЗАРЯ;Сброс профиля суточных показаний фазы B;Код события;№№;Сброс профиля суточных показаний фазы B;;;measure;Сброс профиля суточных показаний фазы B;0;0;;-;;1682;2
1300304;ПК ЗАРЯ;Сброс профиля фазы C;Код события;№№;Сброс профиля фазы C;;;measure;Сброс профиля фазы C;0;0;;-;;1683;2
1300305;ПК ЗАРЯ;Сброс профиля месячных показаний фазы C;Код события;№№;Сброс профиля месячных показаний фазы C;;;measure;Сброс профиля месячных показаний фазы C;0;0;;-;;10629;2
1300306;ПК ЗАРЯ;Дубликат_Сброс профиля фазы C;Код события;№№;Сброс профиля фазы C;;;measure;Сброс профиля фазы C;0;0;;-;;10630;2
1300307;ПК ЗАРЯ;Служебное событие;Код события;№№;Служебное событие;;;measure;Служебное событие;0;0;;-;;1764;2
1300308;ПК ЗАРЯ;Превышение относительного отклонения по току фазы A;Код события;№№;Превышение относительного отклонения по току фазы A;;;measure;Превышение относительного отклонения по току фазы A;0;0;;-;;10631;2
1300309;ПК ЗАРЯ;Превышение относительного отклонения по току фазы B;Код события;№№;Превышение относительного отклонения по току фазы B;;;measure;Превышение относительного отклонения по току фазы B;0;0;;-;;10632;2
1300310;ПК ЗАРЯ;Превышение относительного отклонения по току фазы C;Код события;№№;Превышение относительного отклонения по току фазы C;;;measure;Превышение относительного отклонения по току фазы C;0;0;;-;;10633;2
1300311;ПК ЗАРЯ;Значение тока в фазе A вышло за верхнюю границу предельно допустимого значения;Код события;№№;Значение тока в фазе A вышло за верхнюю границу предельно допустимого значения;;;measure;Значение тока в фазе A вышло за верхнюю границу предельно допустимого значения;0;0;;-;;10634;2
1300312;ПК ЗАРЯ;Значение тока в фазе A вернулось в диапазон предельно допустимого значения;Код события;№№;Значение тока в фазе A вернулось в диапазон предельно допустимого значения;;;measure;Значение тока в фазе A вернулось в диапазон предельно допустимого значения;0;0;;-;;10635;2
1300313;ПК ЗАРЯ;Значение тока в фазе A вышло за нижнюю границу предельно допустимого значения;Код события;№№;Значение тока в фазе A вышло за нижнюю границу предельно допустимого значения;;;measure;Значение тока в фазе A вышло за нижнюю границу предельно допустимого значения;0;0;;-;;10636;2
1300314;ПК ЗАРЯ;Значение тока в фазе B вышло за верхнюю границу предельно допустимого значения;Код события;№№;Значение тока в фазе B вышло за верхнюю границу предельно допустимого значения;;;measure;Значение тока в фазе B вышло за верхнюю границу предельно допустимого значения;0;0;;-;;10637;2
1300315;ПК ЗАРЯ;Значение тока в фазе B вернулось в диапазон предельно допустимого значения;Код события;№№;Значение тока в фазе B вернулось в диапазон предельно допустимого значения;;;measure;Значение тока в фазе B вернулось в диапазон предельно допустимого значения;0;0;;-;;10638;2
1300316;ПК ЗАРЯ;Значение тока в фазе B вышло за нижнюю границу предельно допустимого значения;Код события;№№;Значение тока в фазе B вышло за нижнюю границу предельно допустимого значения;;;measure;Значение тока в фазе B вышло за нижнюю границу предельно допустимого значения;0;0;;-;;10639;2
1300317;ПК ЗАРЯ;Значение тока в фазе C вышло за верхнюю границу предельно допустимого значения;Код события;№№;Значение тока в фазе C вышло за верхнюю границу предельно допустимого значения;;;measure;Значение тока в фазе C вышло за верхнюю границу предельно допустимого значения;0;0;;-;;10640;2
1300318;ПК ЗАРЯ;Значение тока в фазе C вернулось в диапазон предельно допустимого значения;Код события;№№;Значение тока в фазе C вернулось в диапазон предельно допустимого значения;;;measure;Значение тока в фазе C вернулось в диапазон предельно допустимого значения;0;0;;-;;10641;2
1300319;ПК ЗАРЯ;Значение тока в фазе C вышло за нижнюю границу предельно допустимого значения;Код события;№№;Значение тока в фазе C вышло за нижнюю границу предельно допустимого значения;;;measure;Значение тока в фазе C вышло за нижнюю границу предельно допустимого значения;0;0;;-;;10642;2
1300320;ПК ЗАРЯ;Превышение относительного отклонения по напряжению фазы A;Код события;№№;Превышение относительного отклонения по напряжению фазы A;;;measure;Превышение относительного отклонения по напряжению фазы A;0;0;;-;;10643;2
1300321;ПК ЗАРЯ;Превышение относительного отклонения по напряжению фазы B;Код события;№№;Превышение относительного отклонения по напряжению фазы B;;;measure;Превышение относительного отклонения по напряжению фазы B;0;0;;-;;10644;2
1300322;ПК ЗАРЯ;Превышение относительного отклонения по напряжению фазы C;Код события;№№;Превышение относительного отклонения по напряжению фазы C;;;measure;Превышение относительного отклонения по напряжению фазы C;0;0;;-;;10645;2
1300323;ПК ЗАРЯ;Активная мощность фазы A за нижней границей нормально допустимого значения;Код события;№№;Активная мощность фазы A за нижней границей нормально допустимого значения;;;measure;Активная мощность фазы A за нижней границей нормально допустимого значения;0;0;;-;;10646;2
1300324;ПК ЗАРЯ;Активная мощность фазы A в диапазоне нормально допустимых значений;Код события;№№;Активная мощность фазы A в диапазоне нормально допустимых значений;;;measure;Активная мощность фазы A в диапазоне нормально допустимых значений;0;0;;-;;10647;2
1300325;ПК ЗАРЯ;Активная мощность фазы A за верхней границей нормально допустимых значений;Код события;№№;Активная мощность фазы A за верхней границей нормально допустимых значений;;;measure;Активная мощность фазы A за верхней границей нормально допустимых значений;0;0;;-;;10648;2
1300326;ПК ЗАРЯ;Активная мощность фазы A за нижней границей предельно допустимого значения;Код события;№№;Активная мощность фазы A за нижней границей предельно допустимого значения;;;measure;Активная мощность фазы A за нижней границей предельно допустимого значения;0;0;;-;;10649;2
1300327;ПК ЗАРЯ;Активная мощность фазы A в диапазоне предельно допустимых значений;Код события;№№;Активная мощность фазы A в диапазоне предельно допустимых значений;;;measure;Активная мощность фазы A в диапазоне предельно допустимых значений;0;0;;-;;10650;2
1300328;ПК ЗАРЯ;Активная мощность фазы A за верхней границей предельно допустимых значений;Код события;№№;Активная мощность фазы A за верхней границей предельно допустимых значений;;;measure;Активная мощность фазы A за верхней границей предельно допустимых значений;0;0;;-;;10651;2
1300329;ПК ЗАРЯ;Превышение относительного отклонения по активной мощности фазы A;Код события;№№;Превышение относительного отклонения по активной мощности фазы A;;;measure;Превышение относительного отклонения по активной мощности фазы A;0;0;;-;;10652;2
1300330;ПК ЗАРЯ;Активная мощность фазы B за нижней границей нормально допустимого значения;Код события;№№;Активная мощность фазы B за нижней границей нормально допустимого значения;;;measure;Активная мощность фазы B за нижней границей нормально допустимого значения;0;0;;-;;10653;2
1300331;ПК ЗАРЯ;Активная мощность фазы B в диапазоне нормально допустимых значений;Код события;№№;Активная мощность фазы B в диапазоне нормально допустимых значений;;;measure;Активная мощность фазы B в диапазоне нормально допустимых значений;0;0;;-;;10654;2
1300332;ПК ЗАРЯ;Активная мощность фазы B за верхней границей нормально допустимых значений;Код события;№№;Активная мощность фазы B за верхней границей нормально допустимых значений;;;measure;Активная мощность фазы B за верхней границей нормально допустимых значений;0;0;;-;;10655;2
1300333;ПК ЗАРЯ;Активная мощность фазы B за нижней границей предельно допустимого значения;Код события;№№;Активная мощность фазы B за нижней границей предельно допустимого значения;;;measure;Активная мощность фазы B за нижней границей предельно допустимого значения;0;0;;-;;10656;2
1300334;ПК ЗАРЯ;Активная мощность фазы B в диапазоне предельно допустимых значений;Код события;№№;Активная мощность фазы B в диапазоне предельно допустимых значений;;;measure;Активная мощность фазы B в диапазоне предельно допустимых значений;0;0;;-;;10657;2
